TransactionID,CustomerID,ProductID,ProductName,Quantity,PriceperUnit,Date,TotalPrice,Region
1079,1661,108,Fish,6,8.0,09/12/2021,48.0,Jaffna
1080,1820,107,Chicken,5,7.5,09/17/2021,37.5,Kandy
1081,1734,107,Chicken,4,7.5,10/14/2021,30.0,Colombo
1082,1580,106,Beef,4,10.0,11/21/2022,40.0,Galle
1083,1476,105,Cheese,10,2.5,05/07/2021,25.0,Colombo
1084,1324,104,Milk,8,2.0,06/15/2021,16.0,Colombo
1085,1210,102,Banana,3,0.5,05/06/2023,1.5,Negombo
1086,831,104,Milk,1,2.0,05/06/2023,2.0,Kandy
1087,1896,109,Rice,1,3.0,08/09/2022,3.0,Colombo
1088,229,104,Milk,5,2.0,04/07/2023,10.0,Kandy
1089,572,106,Beef,5,10.0,12/15/2021,50.0,Colombo
1090,1700,102,Banana,2,0.5,04/25/2023,1.0,Kandy
1091,307,107,Chicken,10,7.5,11/05/2022,75.0,Colombo
1092,1908,108,Fish,4,8.0,07/24/2023,32.0,Colombo
1093,1209,108,Fish,4,8.0,03/06/2023,32.0,Colombo
1094,390,108,Fish,3,8.0,02/27/2021,24.0,Negombo
1095,1939,107,Chicken,7,7.5,08/01/2021,52.5,Colombo
1096,1463,109,Rice,7,3.0,01/29/2022,21.0,Jaffna
1097,1293,104,Milk,1,2.0,06/07/2023,2.0,Kandy
1098,278,109,Rice,5,3.0,01/14/2023,15.0,Negombo
1099,589,109,Rice,6,3.0,06/02/2023,18.0,Kandy
1100,262,110,Bread,7,2.0,06/29/2023,14.0,Colombo
1101,1519,106,Beef,5,10.0,04/25/2022,50.0,Colombo
1102,1548,101,Apple,7,1.0,03/25/2021,7.0,Colombo
1103,791,105,Cheese,2,2.5,02/09/2022,5.0,Galle
1104,495,107,Chicken,5,7.5,08/04/2022,37.5,Colombo
1105,1558,108,Fish,6,8.0,02/09/2022,48.0,Kandy
1106,1777,102,Banana,1,0.5,05/22/2023,0.5,Jaffna
1107,947,106,Beef,3,10.0,10/04/2023,30.0,Jaffna
1108,612,108,Fish,6,8.0,08/02/2022,48.0,Kandy
1109,280,102,Banana,3,0.5,02/04/2022,1.5,Jaffna
1110,507,102,Banana,8,0.5,05/25/2022,4.0,Colombo
1111,1212,107,Chicken,8,7.5,07/06/2022,60.0,Negombo
1112,858,110,Bread,5,2.0,05/26/2021,10.0,Jaffna
1113,1907,109,Rice,1,3.0,02/26/2021,3.0,Colombo
1114,1562,109,Rice,1,3.0,02/19/2021,3.0,Galle
1115,672,102,Banana,5,0.5,12/23/2021,2.5,Kandy
1116,1601,104,Milk,7,2.0,11/18/2021,14.0,Galle
1117,1898,110,Bread,1,2.0,09/29/2021,2.0,Galle
1118,659,108,Fish,10,8.0,11/14/2023,80.0,Colombo
1119,1816,110,Bread,7,2.0,03/07/2021,14.0,Kandy
1120,1519,106,Beef,3,10.0,12/01/2022,30.0,Negombo
1121,1316,104,Milk,5,2.0,09/04/2021,10.0,Colombo
1122,336,107,Chicken,11,7.5,04/10/2022,82.5,Colombo
1123,1432,106,Beef,5,10.0,03/04/2023,50.0,Jaffna
1124,1772,105,Cheese,4,2.5,05/11/2021,10.0,Jaffna
1125,779,108,Fish,5,8.0,02/01/2022,40.0,Jaffna
1126,1890,109,Rice,3,3.0,09/03/2023,9.0,Colombo
1127,1402,104,Milk,1,2.0,05/25/2022,2.0,Galle
1128,1891,107,Chicken,2,7.5,05/14/2023,15.0,Galle
1129,1119,108,Fish,4,8.0,06/09/2023,32.0,Jaffna
1130,1734,110,Bread,4,2.0,05/18/2023,8.0,Galle
1131,370,104,Milk,1,2.0,05/10/2021,2.0,Colombo
1132,908,107,Chicken,8,7.5,02/06/2023,60.0,Colombo
1133,1920,101,Apple,6,1.0,10/29/2021,6.0,Jaffna
1134,716,102,Banana,2,0.5,10/12/2022,1.0,Galle
1135,330,108,Fish,1,8.0,06/22/2023,8.0,Colombo
1136,178,102,Banana,5,0.5,11/15/2023,2.5,Kandy
1137,1432,103,Cereal,1,5.0,05/14/2021,5.0,Colombo
1138,654,109,Rice,5,3.0,06/01/2021,15.0,Colombo
1139,1066,102,Banana,3,0.5,04/14/2021,1.5,Kandy
1140,1959,107,Chicken,1,7.5,03/15/2022,7.5,Colombo
1141,1914,109,Rice,7,3.0,09/23/2023,21.0,Kandy
1142,1215,109,Rice,11,3.0,10/03/2022,33.0,Kandy
1143,911,102,Banana,3,0.5,10/06/2021,1.5,Jaffna
1144,1170,101,Apple,7,1.0,02/21/2022,7.0,Negombo
1145,721,108,Fish,9,8.0,04/03/2021,72.0,Galle
1146,435,103,Cereal,1,5.0,01/04/2022,5.0,Kandy
1147,460,109,Rice,2,3.0,01/02/2023,6.0,Kandy
1148,1165,104,Milk,4,2.0,10/22/2023,8.0,Colombo
1149,1418,106,Beef,2,10.0,01/23/2021,20.0,Colombo
1150,321,109,Rice,1,3.0,11/27/2021,3.0,Colombo
1151,489,104,Milk,5,2.0,11/20/2021,10.0,Negombo
1152,104,104,Milk,5,2.0,10/19/2022,10.0,Colombo
1153,969,109,Rice,1,3.0,01/17/2023,3.0,Jaffna
1154,1756,108,Fish,3,8.0,10/08/2022,24.0,Galle
1155,960,110,Bread,5,2.0,09/25/2023,10.0,Kandy
1156,436,102,Banana,5,0.5,09/14/2021,2.5,Jaffna
1157,558,103,Cereal,3,5.0,03/03/2021,15.0,Negombo
1158,1104,105,Cheese,6,2.5,11/03/2022,15.0,Kandy
1159,1731,104,Milk,4,2.0,03/07/2022,8.0,Galle
1160,1471,104,Milk,3,2.0,12/28/2023,6.0,Jaffna
1161,1393,109,Rice,1,3.0,03/08/2021,3.0,Negombo
1162,478,105,Cheese,7,2.5,02/06/2022,17.5,Kandy
1163,1242,109,Rice,3,3.0,08/09/2021,9.0,Colombo
1164,813,108,Fish,3,8.0,11/30/2022,24.0,Galle
1165,1963,108,Fish,7,8.0,02/01/2022,56.0,Jaffna
1166,1768,102,Banana,6,0.5,08/24/2022,3.0,Jaffna
1167,726,103,Cereal,6,5.0,04/07/2021,30.0,Colombo
1168,1969,107,Chicken,1,7.5,06/27/2023,7.5,Jaffna
1169,1951,109,Rice,12,3.0,08/09/2022,36.0,Kandy
1170,267,101,Apple,9,1.0,07/14/2022,9.0,Kandy
1171,543,106,Beef,2,10.0,03/02/2021,20.0,Kandy
1172,1584,109,Rice,7,3.0,08/18/2021,21.0,Colombo
1173,1361,103,Cereal,6,5.0,01/19/2022,30.0,Colombo
1174,805,106,Beef,2,10.0,07/31/2022,20.0,Kandy
1175,253,107,Chicken,7,7.5,04/11/2023,52.5,Galle
1176,1100,107,Chicken,6,7.5,08/04/2023,45.0,Jaffna
1177,1631,110,Bread,5,2.0,04/21/2023,10.0,Negombo
1178,667,108,Fish,3,8.0,11/14/2023,24.0,Jaffna
1179,914,109,Rice,6,3.0,03/09/2021,18.0,Jaffna
1180,1857,104,Milk,3,2.0,05/24/2021,6.0,Colombo
1181,478,106,Beef,13,10.0,02/11/2021,130.0,Kandy
1182,692,103,Cereal,1,5.0,07/02/2021,5.0,Kandy
1183,616,105,Cheese,4,2.5,11/19/2021,10.0,Kandy
1184,1180,108,Fish,9,8.0,04/05/2022,72.0,Galle
1185,862,104,Milk,5,2.0,05/05/2022,10.0,Colombo
1186,256,105,Cheese,5,2.5,09/11/2023,12.5,Colombo
1187,1094,105,Cheese,3,2.5,09/13/2022,7.5,Colombo
1188,1612,109,Rice,7,3.0,01/16/2023,21.0,Kandy
1189,729,103,Cereal,7,5.0,03/05/2021,35.0,Kandy
1190,1263,110,Bread,1,2.0,04/02/2021,2.0,Colombo
1191,1532,106,Beef,5,10.0,11/30/2023,50.0,Kandy
1192,339,109,Rice,5,3.0,03/28/2022,15.0,Kandy
1193,826,103,Cereal,3,5.0,04/05/2021,15.0,Jaffna
1194,1375,106,Beef,1,10.0,09/04/2022,10.0,Colombo
1195,1281,101,Apple,8,1.0,03/01/2021,8.0,Jaffna
1196,352,108,Fish,10,8.0,11/05/2022,80.0,Galle
1197,540,108,Fish,4,8.0,04/06/2023,32.0,Colombo
1198,1145,103,Cereal,5,5.0,10/24/2021,25.0,Colombo
1199,817,105,Cheese,1,2.5,11/18/2021,2.5,Kandy
1200,160,104,Milk,5,2.0,07/17/2023,10.0,Colombo
1201,1852,106,Beef,5,10.0,12/06/2023,50.0,Kandy
1202,842,104,Milk,4,2.0,03/26/2023,8.0,Colombo
1203,1834,103,Cereal,7,5.0,05/06/2023,35.0,Kandy
1204,502,106,Beef,4,10.0,06/19/2021,40.0,Colombo
1205,819,104,Milk,6,2.0,08/20/2023,12.0,Colombo
1206,869,108,Fish,4,8.0,02/04/2023,32.0,Negombo
1207,630,108,Fish,3,8.0,10/31/2022,24.0,Kandy
1208,487,104,Milk,5,2.0,08/17/2023,10.0,Galle
1209,1223,101,Apple,7,1.0,11/20/2023,7.0,Colombo
1210,859,108,Fish,4,8.0,01/30/2021,32.0,Kandy
1211,1014,101,Apple,7,1.0,10/01/2021,7.0,Colombo
1212,1044,110,Bread,9,2.0,01/26/2023,18.0,Galle
1213,1496,104,Milk,2,2.0,09/22/2023,4.0,Colombo
1214,1898,110,Bread,6,2.0,03/16/2023,12.0,Colombo
1215,184,106,Beef,6,10.0,09/05/2021,60.0,Jaffna
1216,400,107,Chicken,7,7.5,03/15/2023,52.5,Negombo
1217,834,107,Chicken,14,7.5,07/13/2023,105.0,Colombo
1218,240,103,Cereal,5,5.0,06/26/2021,25.0,Colombo
1219,685,106,Beef,5,10.0,10/11/2022,50.0,Colombo
1220,476,101,Apple,6,1.0,11/30/2023,6.0,Colombo
1221,356,101,Apple,4,1.0,01/06/2021,4.0,Colombo
1222,350,105,Cheese,4,2.5,01/03/2023,10.0,Colombo
1223,1994,109,Rice,1,3.0,03/11/2021,3.0,Negombo
1224,776,102,Banana,4,0.5,10/06/2021,2.0,Colombo
1225,1358,105,Cheese,7,2.5,08/02/2022,17.5,Colombo
1226,1729,110,Bread,5,2.0,12/06/2022,10.0,Colombo
1227,1849,102,Banana,1,0.5,06/11/2022,0.5,Kandy
1228,445,104,Milk,1,2.0,02/28/2023,2.0,Jaffna
1229,1919,101,Apple,9,1.0,08/12/2021,9.0,Colombo
1230,745,105,Cheese,1,2.5,08/20/2022,2.5,Negombo
1231,657,102,Banana,4,0.5,07/09/2023,2.0,Galle
1232,1704,106,Beef,3,10.0,08/10/2021,30.0,Colombo
1233,1322,105,Cheese,1,2.5,11/15/2022,2.5,Negombo
1234,486,109,Rice,4,3.0,09/25/2022,12.0,Kandy
1235,1116,108,Fish,4,8.0,08/03/2021,32.0,Jaffna
1236,573,103,Cereal,3,5.0,10/28/2023,15.0,Kandy
1237,452,107,Chicken,5,7.5,03/22/2023,37.5,Galle
1238,1582,106,Beef,3,10.0,10/29/2023,30.0,Colombo
1239,662,109,Rice,5,3.0,08/30/2022,15.0,Colombo
1240,1871,101,Apple,1,1.0,11/30/2023,1.0,Colombo
1241,857,105,Cheese,9,2.5,11/04/2021,22.5,Jaffna
1242,1835,109,Rice,5,3.0,04/04/2021,15.0,Colombo
1243,1072,108,Fish,1,8.0,06/16/2021,8.0,Kandy
1244,342,104,Milk,5,2.0,01/22/2021,10.0,Jaffna
1245,1791,103,Cereal,1,5.0,11/15/2023,5.0,Negombo
1246,1404,103,Cereal,5,5.0,04/27/2021,25.0,Colombo
1247,1075,109,Rice,1,3.0,10/07/2022,3.0,Colombo
1248,659,103,Cereal,7,5.0,04/10/2022,35.0,Colombo
1249,1541,104,Milk,6,2.0,03/10/2021,12.0,Jaffna
1250,1764,101,Apple,5,1.0,03/25/2021,5.0,Jaffna
1251,414,107,Chicken,8,7.5,12/11/2021,60.0,Colombo
1252,1111,106,Beef,5,10.0,02/23/2022,50.0,Colombo
1253,318,108,Fish,7,8.0,11/19/2022,56.0,Jaffna
1254,1875,103,Cereal,1,5.0,04/04/2022,5.0,Jaffna
1255,476,102,Banana,4,0.5,04/26/2022,2.0,Colombo
1256,1842,107,Chicken,4,7.5,09/10/2021,30.0,Galle
1257,148,109,Rice,14,3.0,12/14/2021,42.0,Colombo
1258,1135,106,Beef,4,10.0,04/16/2021,40.0,Jaffna
1259,562,107,Chicken,1,7.5,08/03/2022,7.5,Colombo
1260,1795,104,Milk,3,2.0,10/24/2023,6.0,Galle
1261,1604,109,Rice,5,3.0,04/03/2023,15.0,Colombo
1262,874,104,Milk,7,2.0,03/02/2022,14.0,Kandy
1263,1448,110,Bread,1,2.0,12/28/2023,2.0,Jaffna
1264,1836,106,Beef,1,10.0,07/20/2021,10.0,Kandy
1265,417,106,Beef,3,10.0,09/26/2022,30.0,Kandy
1266,821,102,Banana,2,0.5,08/17/2023,1.0,Colombo
1267,1785,103,Cereal,5,5.0,12/16/2021,25.0,Colombo
1268,1901,102,Banana,5,0.5,07/18/2023,2.5,Kandy
1269,650,107,Chicken,3,7.5,12/03/2022,22.5,Galle
1270,740,104,Milk,5,2.0,02/24/2023,10.0,Colombo
1271,1493,106,Beef,4,10.0,10/07/2022,40.0,Colombo
1272,609,105,Cheese,1,2.5,09/01/2021,2.5,Negombo
1273,1668,107,Chicken,2,7.5,08/04/2023,15.0,Colombo
1274,1751,109,Rice,1,3.0,12/12/2022,3.0,Kandy
1275,258,101,Apple,1,1.0,10/21/2023,1.0,Kandy
1276,658,101,Apple,5,1.0,03/26/2022,5.0,Colombo
1277,1164,106,Beef,5,10.0,06/08/2021,50.0,Colombo
1278,1095,101,Apple,1,1.0,09/17/2021,1.0,Kandy
1279,1129,109,Rice,4,3.0,02/13/2022,12.0,Galle
1280,544,104,Milk,10,2.0,01/03/2021,20.0,Colombo
1281,1703,109,Rice,4,3.0,03/26/2023,12.0,Colombo
1282,932,102,Banana,2,0.5,05/19/2023,1.0,Colombo
1283,1097,108,Fish,1,8.0,11/15/2023,8.0,Galle
1284,1608,102,Banana,4,0.5,08/10/2022,2.0,Colombo
1285,1005,102,Banana,5,0.5,03/11/2021,2.5,Negombo
1286,1766,103,Cereal,10,5.0,07/08/2022,50.0,Jaffna
1287,1592,102,Banana,5,0.5,10/31/2021,2.5,Negombo
1288,1241,103,Cereal,1,5.0,10/27/2021,5.0,Colombo
1289,1872,101,Apple,8,1.0,02/25/2022,8.0,Colombo
1290,907,108,Fish,5,8.0,04/27/2023,40.0,Colombo
1291,1953,101,Apple,6,1.0,12/21/2021,6.0,Jaffna
1292,1348,107,Chicken,6,7.5,11/11/2023,45.0,Colombo
1293,1376,104,Milk,2,2.0,02/09/2021,4.0,Galle
1294,1380,103,Cereal,2,5.0,05/08/2022,10.0,Kandy
1295,153,105,Cheese,1,2.5,03/09/2021,2.5,Colombo
1296,1747,106,Beef,3,10.0,01/28/2021,30.0,Galle
1297,1873,101,Apple,2,1.0,07/02/2023,2.0,Jaffna
1298,724,103,Cereal,6,5.0,05/09/2022,30.0,Colombo
1299,1700,102,Banana,2,0.5,04/21/2023,1.0,Galle
1300,758,105,Cheese,6,2.5,01/03/2022,15.0,Galle
1301,145,107,Chicken,4,7.5,04/01/2021,30.0,Colombo
1302,1719,101,Apple,1,1.0,09/10/2023,1.0,Kandy
1303,599,107,Chicken,8,7.5,02/22/2021,60.0,Jaffna
1304,1314,104,Milk,6,2.0,08/31/2023,12.0,Colombo
1305,1920,109,Rice,1,3.0,05/08/2021,3.0,Jaffna
1306,1532,103,Cereal,5,5.0,11/04/2021,25.0,Kandy
1307,1690,109,Rice,3,3.0,02/06/2023,9.0,Colombo
1308,1719,108,Fish,7,8.0,11/19/2023,56.0,Kandy
1309,1950,102,Banana,7,0.5,09/22/2023,3.5,Kandy
1310,414,106,Beef,6,10.0,05/01/2022,60.0,Colombo
1311,882,108,Fish,10,8.0,05/30/2022,80.0,Colombo
1312,1499,107,Chicken,1,7.5,06/16/2022,7.5,Colombo
1313,1140,103,Cereal,7,5.0,12/09/2023,35.0,Galle
1314,782,101,Apple,9,1.0,01/19/2023,9.0,Colombo
1315,1292,102,Banana,6,0.5,12/25/2022,3.0,Jaffna
1316,1711,107,Chicken,1,7.5,04/26/2022,7.5,Kandy
1317,844,101,Apple,4,1.0,06/13/2022,4.0,Kandy
1318,1821,105,Cheese,8,2.5,10/26/2023,20.0,Galle
1319,707,104,Milk,3,2.0,02/04/2023,6.0,Negombo
1320,126,107,Chicken,8,7.5,02/18/2021,60.0,Colombo
1321,1617,106,Beef,4,10.0,11/18/2022,40.0,Colombo
1322,442,104,Milk,1,2.0,10/05/2022,2.0,Galle
1323,1912,107,Chicken,1,7.5,11/19/2021,7.5,Colombo
1324,610,108,Fish,1,8.0,11/16/2021,8.0,Colombo
1325,1590,102,Banana,2,0.5,11/17/2022,1.0,Colombo
1326,830,104,Milk,5,2.0,01/29/2022,10.0,Colombo
1327,1335,107,Chicken,10,7.5,05/08/2023,75.0,Colombo
1328,1654,106,Beef,2,10.0,03/16/2021,20.0,Kandy
1329,643,104,Milk,8,2.0,08/09/2022,16.0,Jaffna
1330,676,110,Bread,8,2.0,06/23/2023,16.0,Galle
1331,1384,110,Bread,6,2.0,11/19/2023,12.0,Galle
1332,200,108,Fish,1,8.0,10/21/2021,8.0,Colombo
1333,917,103,Cereal,3,5.0,07/25/2021,15.0,Colombo
1334,1398,102,Banana,4,0.5,05/28/2023,2.0,Galle
1335,1486,106,Beef,2,10.0,10/31/2023,20.0,Kandy
1336,1615,110,Bread,8,2.0,04/04/2021,16.0,Galle
1337,947,102,Banana,10,0.5,06/24/2022,5.0,Negombo
1338,772,110,Bread,1,2.0,01/04/2023,2.0,Jaffna
1339,1969,104,Milk,1,2.0,05/23/2022,2.0,Kandy
1340,1777,101,Apple,6,1.0,04/24/2023,6.0,Colombo
1341,1722,102,Banana,4,0.5,08/23/2023,2.0,Colombo
1342,260,108,Fish,7,8.0,09/17/2021,56.0,Negombo
1343,712,107,Chicken,5,7.5,01/23/2023,37.5,Colombo
1344,1877,102,Banana,7,0.5,09/22/2021,3.5,Kandy
1345,1580,103,Cereal,6,5.0,04/03/2023,30.0,Negombo
1346,1387,105,Cheese,1,2.5,01/22/2023,2.5,Jaffna
1347,1703,107,Chicken,1,7.5,10/26/2021,7.5,Jaffna
1348,1911,109,Rice,6,3.0,05/24/2022,18.0,Galle
1349,558,107,Chicken,5,7.5,07/26/2022,37.5,Colombo
1350,1705,103,Cereal,7,5.0,12/23/2022,35.0,Kandy
1351,1087,101,Apple,6,1.0,02/09/2021,6.0,Jaffna
1352,1642,101,Apple,5,1.0,06/06/2022,5.0,Negombo
1353,1721,107,Chicken,3,7.5,06/20/2023,22.5,Colombo
1354,168,101,Apple,7,1.0,06/28/2021,7.0,Colombo
1355,806,108,Fish,5,8.0,08/11/2021,40.0,Kandy
1356,801,108,Fish,6,8.0,01/12/2023,48.0,Colombo
1357,1271,103,Cereal,4,5.0,06/03/2023,20.0,Colombo
1358,547,102,Banana,1,0.5,04/16/2022,0.5,Colombo
1359,247,105,Cheese,4,2.5,06/29/2023,10.0,Galle
1360,1173,110,Bread,3,2.0,05/19/2021,6.0,Jaffna
1361,1824,104,Milk,4,2.0,02/09/2023,8.0,Galle
1362,766,101,Apple,1,1.0,08/14/2022,1.0,Negombo
1363,936,109,Rice,2,3.0,04/20/2021,6.0,Kandy
1364,508,104,Milk,2,2.0,02/04/2023,4.0,Colombo
1365,1051,110,Bread,6,2.0,04/22/2021,12.0,Jaffna
1366,163,103,Cereal,1,5.0,07/26/2022,5.0,Colombo
1367,1281,106,Beef,2,10.0,12/08/2021,20.0,Kandy
1368,1094,103,Cereal,1,5.0,03/26/2021,5.0,Galle
1369,111,107,Chicken,7,7.5,10/19/2023,52.5,Colombo
1370,1962,108,Fish,5,8.0,12/07/2022,40.0,Colombo
1371,807,106,Beef,7,10.0,12/17/2022,70.0,Galle
1372,1087,104,Milk,10,2.0,10/04/2022,20.0,Colombo
1373,1773,109,Rice,10,3.0,09/04/2021,30.0,Kandy
1374,177,104,Milk,1,2.0,07/05/2021,2.0,Kandy
1375,155,101,Apple,6,1.0,01/28/2023,6.0,Kandy
1376,757,110,Bread,6,2.0,05/27/2021,12.0,Kandy
1377,987,108,Fish,1,8.0,02/20/2021,8.0,Colombo
1378,963,104,Milk,3,2.0,02/17/2023,6.0,Kandy
1379,1009,108,Fish,4,8.0,08/18/2021,32.0,Colombo
1380,825,108,Fish,1,8.0,08/19/2023,8.0,Kandy
1381,1252,104,Milk,5,2.0,05/09/2021,10.0,Kandy
1382,1760,108,Fish,5,8.0,10/07/2023,40.0,Colombo
1383,355,103,Cereal,2,5.0,06/26/2022,10.0,Galle
1384,1991,106,Beef,9,10.0,07/01/2023,90.0,Galle
1385,820,110,Bread,4,2.0,09/04/2022,8.0,Jaffna
1386,454,101,Apple,1,1.0,09/05/2023,1.0,Colombo
1387,651,101,Apple,9,1.0,10/26/2022,9.0,Galle
1388,1835,110,Bread,4,2.0,08/26/2021,8.0,Galle
1389,136,104,Milk,1,2.0,04/09/2022,2.0,Kandy
1390,447,107,Chicken,3,7.5,10/17/2022,22.5,Kandy
1391,1753,105,Cheese,4,2.5,11/25/2022,10.0,Jaffna
1392,1671,101,Apple,4,1.0,12/16/2021,4.0,Colombo
1393,1416,108,Fish,2,8.0,11/09/2022,16.0,Jaffna
1394,810,109,Rice,5,3.0,08/13/2022,15.0,Colombo
1395,1687,103,Cereal,2,5.0,12/03/2022,10.0,Colombo
1396,112,110,Bread,5,2.0,09/10/2023,10.0,Jaffna
1397,1212,105,Cheese,9,2.5,08/22/2023,22.5,Negombo
1398,258,102,Banana,2,0.5,06/02/2021,1.0,Colombo
1399,312,101,Apple,3,1.0,07/31/2021,3.0,Colombo
1400,576,101,Apple,4,1.0,06/03/2021,4.0,Colombo
1401,1543,106,Beef,3,10.0,07/12/2022,30.0,Jaffna
1402,635,103,Cereal,8,5.0,05/09/2023,40.0,Colombo
1403,1544,107,Chicken,6,7.5,01/21/2021,45.0,Galle
1404,1124,102,Banana,6,0.5,04/17/2021,3.0,Galle
1405,1830,101,Apple,10,1.0,01/22/2021,10.0,Colombo
1406,255,103,Cereal,2,5.0,08/21/2023,10.0,Kandy
1407,595,103,Cereal,6,5.0,09/26/2022,30.0,Kandy
1408,1075,105,Cheese,2,2.5,08/17/2021,5.0,Kandy
1409,980,102,Banana,9,0.5,11/15/2022,4.5,Jaffna
1410,1924,101,Apple,8,1.0,02/20/2021,8.0,Colombo
1411,1678,104,Milk,7,2.0,04/20/2023,14.0,Galle
1412,853,105,Cheese,7,2.5,11/20/2022,17.5,Galle
1413,667,102,Banana,4,0.5,10/12/2023,2.0,Colombo
1414,714,103,Cereal,3,5.0,05/24/2022,15.0,Kandy
1415,422,109,Rice,5,3.0,10/12/2023,15.0,Colombo
1416,1873,105,Cheese,7,2.5,06/26/2023,17.5,Galle
1417,1695,106,Beef,7,10.0,10/19/2022,70.0,Galle
1418,789,102,Banana,1,0.5,03/02/2022,0.5,Colombo
1419,1518,108,Fish,1,8.0,03/27/2021,8.0,Kandy
1420,1506,108,Fish,6,8.0,07/18/2021,48.0,Galle
1421,1630,107,Chicken,8,7.5,02/03/2022,60.0,Jaffna
1422,421,101,Apple,4,1.0,08/26/2022,4.0,Colombo
1423,1791,106,Beef,6,10.0,01/26/2022,60.0,Galle
1424,333,106,Beef,6,10.0,03/18/2023,60.0,Galle
1425,1648,105,Cheese,4,2.5,01/11/2021,10.0,Colombo
1426,621,107,Chicken,1,7.5,09/04/2022,7.5,Kandy
1427,636,101,Apple,1,1.0,03/19/2022,1.0,Galle
1428,971,107,Chicken,1,7.5,03/02/2022,7.5,Colombo
1429,1702,101,Apple,4,1.0,05/27/2022,4.0,Negombo
1430,1438,106,Beef,9,10.0,08/22/2023,90.0,Kandy
1431,227,102,Banana,4,0.5,12/24/2021,2.0,Galle
1432,1114,102,Banana,4,0.5,04/30/2021,2.0,Jaffna
1433,1494,108,Fish,2,8.0,06/06/2023,16.0,Galle
1434,903,107,Chicken,1,7.5,05/14/2021,7.5,Colombo
1435,1203,102,Banana,3,0.5,03/24/2022,1.5,Kandy
1436,1656,105,Cheese,2,2.5,09/28/2021,5.0,Jaffna
1437,1567,102,Banana,8,0.5,10/16/2022,4.0,Jaffna
1438,1317,110,Bread,2,2.0,04/26/2021,4.0,Negombo
1439,853,107,Chicken,3,7.5,12/06/2023,22.5,Colombo
1440,792,108,Fish,4,8.0,04/28/2023,32.0,Colombo
1441,1236,108,Fish,1,8.0,06/05/2021,8.0,Negombo
1442,1921,108,Fish,4,8.0,09/25/2022,32.0,Colombo
1443,981,104,Milk,1,2.0,05/27/2022,2.0,Kandy
1444,1925,104,Milk,6,2.0,10/11/2023,12.0,Negombo
1445,1643,104,Milk,2,2.0,04/23/2021,4.0,Colombo
1446,1720,109,Rice,4,3.0,08/30/2023,12.0,Jaffna
1447,1836,109,Rice,5,3.0,09/21/2021,15.0,Kandy
1448,1316,106,Beef,4,10.0,08/09/2022,40.0,Galle
1449,1571,103,Cereal,7,5.0,02/28/2022,35.0,Colombo
1450,716,101,Apple,8,1.0,04/02/2022,8.0,Colombo
1451,1196,106,Beef,1,10.0,03/10/2023,10.0,Jaffna
1452,1773,107,Chicken,3,7.5,08/03/2023,22.5,Colombo
1453,1228,108,Fish,1,8.0,11/11/2023,8.0,Colombo
1454,746,106,Beef,6,10.0,11/05/2023,60.0,Kandy
1455,502,106,Beef,1,10.0,09/05/2023,10.0,Colombo
1456,1500,104,Milk,4,2.0,09/27/2022,8.0,Colombo
1457,753,107,Chicken,1,7.5,10/25/2021,7.5,Colombo
1458,1248,104,Milk,6,2.0,05/25/2022,12.0,Jaffna
1459,1468,106,Beef,5,10.0,10/04/2023,50.0,Colombo
1460,1113,101,Apple,1,1.0,10/02/2021,1.0,Galle
1461,1757,105,Cheese,8,2.5,08/07/2021,20.0,Negombo
1462,530,107,Chicken,3,7.5,07/08/2022,22.5,Colombo
1463,1594,103,Cereal,4,5.0,12/31/2021,20.0,Colombo
1464,1479,104,Milk,1,2.0,09/06/2021,2.0,Jaffna
1465,605,102,Banana,5,0.5,03/27/2022,2.5,Colombo
1466,1693,105,Cheese,4,2.5,12/27/2022,10.0,Colombo
1467,1375,104,Milk,5,2.0,10/17/2022,10.0,Kandy
1468,1685,108,Fish,5,8.0,12/13/2022,40.0,Negombo
1469,904,110,Bread,1,2.0,06/28/2022,2.0,Kandy
1470,1944,104,Milk,1,2.0,10/03/2023,2.0,Jaffna
1471,585,102,Banana,8,0.5,10/13/2022,4.0,Galle
1472,1025,101,Apple,3,1.0,12/02/2022,3.0,Jaffna
1473,499,103,Cereal,4,5.0,07/28/2022,20.0,Galle
1474,1192,108,Fish,7,8.0,01/06/2022,56.0,Jaffna
1475,1583,108,Fish,5,8.0,09/28/2021,40.0,Kandy
1476,1276,109,Rice,12,3.0,04/08/2021,36.0,Colombo
1477,1484,105,Cheese,3,2.5,05/07/2022,7.5,Jaffna
1478,1892,102,Banana,4,0.5,08/25/2023,2.0,Colombo
1479,213,106,Beef,4,10.0,05/21/2022,40.0,Galle
1480,303,110,Bread,9,2.0,10/05/2023,18.0,Galle
1481,1121,101,Apple,3,1.0,06/14/2023,3.0,Negombo
1482,1357,101,Apple,5,1.0,07/02/2022,5.0,Galle
1483,477,103,Cereal,5,5.0,09/26/2023,25.0,Jaffna
1484,1372,106,Beef,2,10.0,03/14/2021,20.0,Negombo
1485,1737,104,Milk,1,2.0,02/15/2021,2.0,Kandy
1486,1353,109,Rice,1,3.0,07/05/2021,3.0,Colombo
1487,377,104,Milk,4,2.0,11/08/2022,8.0,Galle
1488,1856,106,Beef,1,10.0,09/05/2021,10.0,Colombo
1489,1305,101,Apple,3,1.0,05/13/2023,3.0,Kandy
1490,535,108,Fish,4,8.0,05/18/2023,32.0,Galle
